epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
369,2213.41,1.3265,1.08327,0.01566,0.64355,0.49361,0.49552,0.22703,2.21602,2.08693,0.03853,0.00054272,0.00054272,0.00054272
370,2219.24,1.25378,0.99693,0.01546,0.6518,0.50384,0.51053,0.23076,2.21311,2.05833,0.03853,0.00053876,0.00053876,0.00053876
371,2225.1,1.26901,0.99675,0.0153,0.62349,0.5243,0.5091,0.2331,2.17257,2.03167,0.03748,0.0005348,0.0005348,0.0005348
372,2230.95,1.33111,0.99495,0.01445,0.71113,0.4757,0.51193,0.23594,2.1907,2.0261,0.03841,0.00053084,0.00053084,0.00053084
373,2236.8,1.28955,1.02627,0.01504,0.65314,0.50568,0.50898,0.23652,2.22504,1.9863,0.03937,0.00052688,0.00052688,0.00052688
374,2242.58,1.30089,1.04708,0.01589,0.64406,0.50906,0.50549,0.23006,2.2576,2.08211,0.04093,0.00052292,0.00052292,0.00052292
375,2248.44,1.27122,0.99718,0.01539,0.65345,0.49361,0.49846,0.2242,2.33244,2.02082,0.04317,0.00051896,0.00051896,0.00051896
376,2254.29,1.32453,1.0463,0.01525,0.67453,0.47315,0.49281,0.22087,2.36303,2.02182,0.04389,0.000515,0.000515,0.000515
377,2260.09,1.31045,1.01142,0.01503,0.66239,0.48172,0.49026,0.22142,2.33902,2.01668,0.04326,0.00051104,0.00051104,0.00051104
378,2265.98,1.28524,1.0109,0.01425,0.68237,0.48849,0.49247,0.22216,2.34043,2.00384,0.04294,0.00050708,0.00050708,0.00050708
379,2271.79,1.26155,0.98249,0.01491,0.67513,0.47826,0.49136,0.21418,2.3521,2.04176,0.04295,0.00050312,0.00050312,0.00050312
380,2277.65,1.31905,1.00201,0.01419,0.71307,0.46803,0.49537,0.22173,2.27109,2.09693,0.04083,0.00049916,0.00049916,0.00049916
381,2283.38,1.28303,0.99787,0.01518,0.69244,0.48367,0.49094,0.2155,2.34343,2.02941,0.04288,0.0004952,0.0004952,0.0004952
382,2289.2,1.32457,1.06449,0.01502,0.66281,0.49105,0.49489,0.22201,2.31883,2.01702,0.04207,0.00049124,0.00049124,0.00049124
383,2295.14,1.30196,0.98118,0.01391,0.6782,0.4578,0.48205,0.21756,2.33672,2.02915,0.04189,0.00048728,0.00048728,0.00048728
384,2301.03,1.32124,1.05439,0.01484,0.67234,0.4757,0.48399,0.2241,2.32107,2.02897,0.04148,0.00048332,0.00048332,0.00048332
385,2306.95,1.25272,0.98483,0.01464,0.71822,0.47315,0.4906,0.22395,2.31648,2.01273,0.04134,0.00047936,0.00047936,0.00047936
